,course_name,course_rating,earn_skills,course_link,institution,metadata
489,Renewable Energy,4.6,"Skills you'll gain: Strategy and Operations, Leadership and Management, Planning, Systems Design, Project Management, Operations Management, Critical Thinking, Market Research, Operational Analysis, Strategy, Supply Chain and Logistics, Feature Engineering, General Statistics, Innovation, Operating Systems, Research and Design, Benefits, Change Management, Problem Solving, Product Strategy, Application Development, Finance, Financial Management, Organizational Development, Technical Product Management",https://www.coursera.org/specializations/renewable-energy,University of Colorado Boulder,Beginner Specialization 3 - 6 Months
490,Blockchain Revolution,4.6,"Skills you'll gain: BlockChain, Finance, FinTech, Innovation, Cryptography, Strategy and Operations, System Security, Distributed Computing Architecture, Leadership and Management, Contract Management, Entrepreneurship, Internet Of Things, Network Model, Network Security, Regulations and Compliance, Research and Design, Strategy, Human Resources, Risk Management, Recruitment",https://www.coursera.org/specializations/blockchain-revolution-enterprise,INSEAD,Beginner Specialization 3 - 6 Months
491,Google IT Support,4.6,"Skills you'll gain: Leadership and Management, Business Analysis, Design and Product, Strategy, Strategy and Operations, Data Analysis, Decision Making, Cloud Computing, Databases, Network Security, Data Management, Security Software, Communication, Computer Networking, Critical Thinking, Business Development, Planning, Operating Systems, Linux, Problem Solving, System Software",https://www.coursera.org/professional-certificates/support-informatique-google,Google,Beginner Professional Certificate 3 - 6 Months
492,Sports Performance Analytics,4.5,"Skills you'll gain: Data Analysis, Python Programming, Statistical Analysis, General Statistics, Probability & Statistics, Statistical Programming, Regression, Exploratory Data Analysis, Statistical Tests, Basic Descriptive Statistics, Computer Programming, Machine Learning Algorithms",https://www.coursera.org/specializations/sports-analytics,University of Michigan,Intermediate Specialization 3 - 6 Months
493,Goodwill® Career Coach and Navigator,4.5,"Skills you'll gain: Leadership and Management, Critical Thinking, Customer Relationship Management, Customer Success, Human Learning, People Management, Problem Solving, Professional Development, Recruitment",https://www.coursera.org/professional-certificates/goodwill-career-coach-and-navigator,Goodwill Industries International,Beginner Professional Certificate 3 - 6 Months
494,Introduction to DevOps,4.5,"Skills you'll gain: DevOps, Continuous Delivery, Continuous Integration, Software Engineering",https://www.coursera.org/learn/intro-to-devops,IBM,Beginner Course 1 - 3 Months
495,Finding Your Professional Voice: Confidence & Impact,4.5,Skills you'll gain: Communication,https://www.coursera.org/learn/finding-your-professional-voice,University of London,Beginner Course 1 - 4 Weeks
496,Introduction to Finance: The Basics,4.5,"Skills you'll gain: Accounting, Finance, Financial Analysis, Financial Management, Cash Management, Financial Accounting, Leadership and Management, Accounts Payable and Receivable, Investment Management, Management Accounting",https://www.coursera.org/learn/introduction-to-finance-the-basics,University of Illinois at Urbana-Champaign,Beginner Course 1 - 3 Months
497,Strategic Management and Innovation,4.5,"Skills you'll gain: Leadership and Management, Strategy, Strategy and Operations, Business Development, Organizational Development, Decision Making, Marketing, Planning, Critical Thinking, Entrepreneurship, Sales, Communication, Product Strategy, Business Analysis, People Management, Collaboration",https://www.coursera.org/specializations/strategic-management,Copenhagen Business School,Beginner Specialization 3 - 6 Months
498,"Introduction to Biology: Ecology, Evolution, & Biodiversity",4.5,,https://www.coursera.org/specializations/introduction-to-biology,Rice University,Beginner Specialization 3 - 6 Months
499,Learn English: Intermediate Grammar,4.5,"Skills you'll gain: Writing, Communication",https://www.coursera.org/specializations/intermediate-grammar,"University of California, Irvine",Intermediate Specialization 3 - 6 Months
500,Machine Learning Foundations for Product Managers,4.5,"Skills you'll gain: Machine Learning, Machine Learning Algorithms, Probability & Statistics, Regression, Applied Machine Learning, Data Analysis, Data Mining, Deep Learning, Algorithms, Data Science",https://www.coursera.org/learn/machine-learning-foundations-for-product-managers,Duke University,Beginner Course 1 - 3 Months
501,إدارة المشروعات من Google,4.5,"Skills you'll gain: Leadership and Management, Project Management, Programming Principles, Planning, Computer Programming, Product Management, Strategy and Operations, Business Process Management, Python Programming, Scrum (Software Development), Change Management, Deep Learning, Exploratory Data Analysis, Probability Distribution, Vendor Management, Algebra, Basic Descriptive Statistics, Business Analysis, Calculus, Mathematics, People Analysis, Problem Solving, Spreadsheet Software",https://www.coursera.org/professional-certificates/google-project-management-arabic,Google,Beginner Professional Certificate 3 - 6 Months
502,Fundamentos de la gestión de proyectos,4.5,"Skills you'll gain: Leadership and Management, Organizational Development, Planning, Project Management, Strategy, Strategy and Operations, Change Management, Communication, Adaptability, Media Strategy & Planning",https://www.coursera.org/learn/fundamentos-de-la-gestion-de-proyectos,Google,Beginner Course 1 - 4 Weeks
503,Power Electronics,4.5,,https://www.coursera.org/specializations/power-electronics,University of Colorado Boulder,Intermediate Specialization 3 - 6 Months
504,CompTIA a+ Network,4.5,Skills you'll gain: Data Management,https://www.coursera.org/learn/comptia-aplus-network,CompTIA,Beginner Course 1 - 3 Months
505,Six Sigma Black Belt,4.5,"Skills you'll gain: Leadership and Management, Organizational Development, Strategy and Operations, General Statistics, Probability & Statistics, Operations Management, Process Analysis, Statistical Analysis, Business Analysis, Data Analysis, Project Management, Business Process Management, Performance Management, Basic Descriptive Statistics, Entrepreneurship, Statistical Tests, Problem Solving, Probability Distribution, Statistical Visualization, Strategy, Decision Making, Leadership Development, Planning, Correlation And Dependence, People Management, Communication, Marketing, Sales, Supply Chain and Logistics, Collaboration, Customer Success, Experiment",https://www.coursera.org/specializations/six-sigma-black-belt,University System of Georgia,Intermediate Specialization 3 - 6 Months
506,Cryptography I,4.5,"Skills you'll gain: Algorithms, Cryptography, Mathematics, Security Engineering, Theoretical Computer Science, Probability & Statistics, Critical Thinking, Mathematical Theory & Analysis, Computer Security Models, Probability Distribution",https://www.coursera.org/learn/crypto,Stanford University,Mixed Course 1 - 3 Months
507,SAP Professional Fundamentals,4.5,"Skills you'll gain: Leadership and Management, Strategy, Strategy and Operations, Business Process Management, Planning, Project Management, Business Analysis, Business Transformation, Product Management, Supply Chain and Logistics",https://www.coursera.org/learn/sap-professional-fundamentals,SAP,Beginner Course 1 - 3 Months
508,Cancer Biology,4.5,,https://www.coursera.org/specializations/cancer-biology,Johns Hopkins University,Beginner Specialization 3 - 6 Months
509,Introduction to Corporate Finance,4.5,"Skills you'll gain: Accounting, Budget Management, Finance, General Accounting, Business Analysis, Cost Accounting, Data Analysis, Decision Making, Entrepreneurship, Strategy and Operations",https://www.coursera.org/learn/wharton-finance,University of Pennsylvania,Mixed Course 1 - 4 Weeks
510,Introduction to Philosophy,4.5,,https://www.coursera.org/learn/philosophy,The University of Edinburgh,Mixed Course 3 - 6 Months
511,Fundamentals of GIS,4.5,"Skills you'll gain: ArcGIS, Data Visualization, GIS Software, Data Visualization Software, Databases, Geovisualization, Interactive Data Visualization",https://www.coursera.org/learn/gis,"University of California, Davis",Beginner Course 1 - 4 Weeks
512,Design Thinking,4.5,"Skills you'll gain: Leadership and Management, Innovation, Problem Solving, Strategy, Strategy and Operations, Research and Design, Communication, User Experience, Critical Thinking, Human Learning",https://www.coursera.org/specializations/uva-darden-design-thinking,University of Virginia,Beginner Specialization 3 - 6 Months
513,Integrative Health and Medicine,4.5,Skills you'll gain: Leadership and Management,https://www.coursera.org/specializations/integrative-health-and-medicine,University of Minnesota,Beginner Specialization 3 - 6 Months
514,IELTS Preparation,4.5,"Skills you'll gain: Strategy, Writing",https://www.coursera.org/specializations/ielts-preparation,"University of California, Irvine",Beginner Specialization 1 - 3 Months
515,The Path to Insights: Data Models and Pipelines,4.5,"Skills you'll gain: Data Management, Data Model, Extract, Transform, Load",https://www.coursera.org/learn/the-path-to-insights-data-models-and-pipelines,Google,Advanced Course 1 - 4 Weeks
516,Google Cloud Fundamentals: Core Infrastructure,4.7,"Skills you'll gain: Cloud Computing, Cloud Infrastructure, Cloud Platforms, Cloud Storage, Google App Engine, Google Cloud Platform, Kubernetes",https://www.coursera.org/learn/gcp-fundamentals,Google Cloud,Beginner Course 1 - 3 Months
517,Introduction to Clinical Data,4.7,"Skills you'll gain: Data Analysis, Data Mining",https://www.coursera.org/learn/introduction-clinical-data,Stanford University,Beginner Course 1 - 3 Months
518,An Introduction to Consumer Neuroscience & Neuromarketing,4.7,"Skills you'll gain: Business Psychology, Market Research, Marketing, Behavioral Economics, Customer Analysis, Decision Making, People Analysis, Emotional Intelligence, Experiment, Research and Design",https://www.coursera.org/learn/neuromarketing,Copenhagen Business School,Beginner Course 1 - 3 Months
519,Impact Measurement & Management for the SDGs,4.7,"Skills you'll gain: Entrepreneurship, Leadership and Management, Marketing, Sales, Strategy, Strategy and Operations, Business Psychology, Organizational Development, Business Process Management, Finance",https://www.coursera.org/learn/impact-for-sdgs,Duke University,Mixed Course 1 - 3 Months
520,"AI, Business & the Future of Work",4.7,"Skills you'll gain: Leadership and Management, Strategy, Algorithms, Human Computer Interaction, Human Resources, Machine Learning, Machine Learning Algorithms, Human Learning, Machine Learning Software, Organizational Development",https://www.coursera.org/learn/ai-business-future-of-work,Lund University,Beginner Course 1 - 4 Weeks
521,Real-World Product Management,4.7,"Skills you'll gain: Leadership and Management, Product Strategy, Product Management, Strategy, Marketing, Strategy and Operations, Product Marketing, Business Development, Business Process Management, Customer Success",https://www.coursera.org/specializations/real-world-product-management,Advancing Women in Tech,Beginner Specialization 3 - 6 Months
522,Introduction to Electronics,4.7,Skills you'll gain: Problem Solving,https://www.coursera.org/learn/electronics,Georgia Institute of Technology,Mixed Course 1 - 3 Months
523,Mathematics for Engineers,4.7,"Skills you'll gain: Mathematics, Calculus, Linear Algebra, Mathematical Theory & Analysis, Algebra, Differential Equations, Critical Thinking, Problem Solving, Computer Programming, Applied Mathematics, Computational Thinking, Matlab, Data Analysis, Continuous Integration, Geometry, Machine Learning Software, Operational Analysis, Data Science",https://www.coursera.org/specializations/mathematics-engineers,The Hong Kong University of Science and Technology,Beginner Specialization 3 - 6 Months
524,Learning How to Learn: Powerful mental tools to help you master tough subjects,4.7,"Skills you'll gain: Business Psychology, Entrepreneurship, Human Learning, Leadership and Management",https://www.coursera.org/learn/learning-how-to-learn,Deep Teaching Solutions,Beginner Course 1 - 4 Weeks
525,Sales Training for High Performing Teams,4.7,"Skills you'll gain: Sales, Strategy, Customer Relationship Management, Marketing, Communication, Leadership and Management, B2B Sales, Inside Sales, Prospecting and Qualification, Sales Systems, People Analysis, Negotiation, Business Communication, Customer Support, Decision Making, Business Analysis",https://www.coursera.org/specializations/sales-training-high-performing-teams,HubSpot Academy,Beginner Specialization 1 - 3 Months
526,Google IT Support (Deutsch),4.7,"Skills you'll gain: Computer Networking, Network Architecture, Network Model, Networking Hardware, Network Security, Operating Systems, System Security, Security Engineering, Theoretical Computer Science, Software Security, Communication, Computer Architecture, Strategy and Operations, Cloud Computing, Linux",https://www.coursera.org/professional-certificates/google-it-de,Google,Beginner Professional Certificate 3 - 6 Months
527,Learning Linux for LFCA Certification,4.7,"Skills you'll gain: Operating Systems, Linux, System Software, Cloud Computing, Computer Networking, DevOps, Network Security, Cloud Platforms, Computer Programming Tools, Software Engineering Tools, System Security, Application Development, Cloud Applications, Devops Tools, Security Engineering, System Programming, Information Technology",https://www.coursera.org/specializations/linux-for-lfca-certification,LearnQuest,Beginner Specialization 3 - 6 Months
528,Engineering Project Management,4.7,"Skills you'll gain: Leadership and Management, Project Management, Strategy and Operations, Planning, Operations Management, Strategy, Critical Thinking, Decision Making, Performance Management, Risk Management, Organizational Development, Leadership Development, People Management, Change Management, Conflict Management, Estimation",https://www.coursera.org/specializations/engineering-project-management,Rice University,Beginner Specialization 3 - 6 Months
529,Build Basic Generative Adversarial Networks (GANs),4.7,"Skills you'll gain: Artificial Neural Networks, Machine Learning, Machine Learning Algorithms, Machine Learning Software, Python Programming, Statistical Programming, Deep Learning",https://www.coursera.org/learn/build-basic-generative-adversarial-networks-gans,DeepLearning.AI,Intermediate Course 1 - 4 Weeks
530,Marketing Mix Implementation,4.7,"Skills you'll gain: Marketing, Product Strategy, Strategy, Customer Analysis, Market Analysis, Retail Sales, Strategy and Operations, Brand Management, Leadership and Management, Customer Relationship Management, Product Management, Sales, Business Development, Communication, Market Research, Marketing Management, Retail Store Operations, Supply Chain and Logistics, Advertising, Business Analysis, Business Psychology, Cost Accounting, Design and Product, Media Strategy & Planning, Critical Thinking, Finance, Marketing Psychology, Public Relations",https://www.coursera.org/specializations/marketing-mix,IE Business School,Beginner Specialization 3 - 6 Months
531,Programming in C++: A Hands-on Introduction,4.7,"Skills you'll gain: Computer Programming, Computer Science, Problem Solving",https://www.coursera.org/specializations/hands-on-cpp,Codio,Beginner Specialization 3 - 6 Months
532,Behavioral Finance,4.7,"Skills you'll gain: Behavioral Economics, Business Psychology, Critical Thinking, Decision Making, Finance, Investment Management, People Analysis, Probability & Statistics, Problem Solving, Strategy",https://www.coursera.org/learn/duke-behavioral-finance,Duke University,Beginner Course 1 - 4 Weeks
533,Fundamentals of Engineering Exam Review,4.7,,https://www.coursera.org/learn/fe-exam,Georgia Institute of Technology,Mixed Course 1 - 3 Months
534,Marketing en redes sociales de Meta,4.7,"Skills you'll gain: Communication, Marketing, Social Media, Advertising, Marketing Management, Strategy, Media Strategy & Planning, Market Analysis, Strategy and Operations, Leadership and Management, Product Marketing, Brand Management, Digital Marketing, E-Commerce, Decision Making, Influencing, Public Relations, Planning, User Experience, Budget Management, Business Analysis, Entrepreneurship, Statistical Analysis, Emotional Intelligence",https://www.coursera.org/professional-certificates/marketing-en-redes-sociales-de-facebook,Meta,Beginner Professional Certificate 3 - 6 Months
535,Business Analytics,4.7,"Skills you'll gain: Data Analysis, Business Analysis, R Programming, Data Visualization, Exploratory Data Analysis, Data Analysis Software, Machine Learning, Statistical Machine Learning, Data Management, Interactive Data Visualization, Statistical Programming, Algorithms, Data Model, Extract, Transform, Load, Accounting, Communication, Customer Analysis, Data Mining, Data Visualization Software, Machine Learning Algorithms, Plot (Graphics), Probability & Statistics, Statistical Analysis, Audit, Market Research, Marketing, Natural Language Processing, Regression, Visual Design, Visualization (Computer Graphics), Accounting Software, General Statistics, Market Analysis, Storytelling, Computer Programming",https://www.coursera.org/specializations/analytics,University of Illinois at Urbana-Champaign,Beginner Specialization 3 - 6 Months
536,Supply Chain Principles,4.7,"Skills you'll gain: Leadership and Management, Supply Chain Systems, Supply Chain and Logistics, Operations Management, Strategy and Operations, Inventory Management, Planning, Transportation Operations Management, Material Handling, Procurement, Warehouse Management",https://www.coursera.org/learn/supply-chain-principles,Georgia Institute of Technology,Mixed Course 1 - 3 Months
537,Introduction to Psychology,4.7,,https://www.coursera.org/learn/introduction-psych,University of Toronto,Mixed Course 1 - 3 Months
538,CVS Health Call Center Customer Service,4.7,"Skills you'll gain: Communication, Leadership and Management, Problem Solving",https://www.coursera.org/professional-certificates/cvshealth-call-center-customer-service,CVS Health,Beginner Professional Certificate 3 - 6 Months
539,Convolutional Neural Networks in TensorFlow,4.7,"Skills you'll gain: Machine Learning, Deep Learning, Machine Learning Algorithms, Applied Machine Learning, Artificial Neural Networks, Computer Vision, Human Learning, Tensorflow, Python Programming, Machine Learning Software",https://www.coursera.org/learn/convolutional-neural-networks-tensorflow,DeepLearning.AI,Intermediate Course 1 - 4 Weeks
540,Microsoft Azure AI Fundamentals AI-900 Exam Prep,4.6,"Skills you'll gain: Machine Learning, Microsoft Azure, Machine Learning Software, Applied Machine Learning, Human Learning, Machine Learning Algorithms, Natural Language Processing, Computer Vision, Algorithms, Training, Cloud Computing, Human Computer Interaction, Regression",https://www.coursera.org/specializations/microsoft-azure-ai-900-ai-fundamentals,Microsoft,Beginner Specialization 3 - 6 Months
541,Immunology: The Immune System and its Failures,4.6,,https://www.coursera.org/specializations/immunology-the-immune-system-and-its-failures,Imperial College London,Intermediate Specialization 3 - 6 Months
542,Getting Started with Power BI Desktop,4.6,"Skills you'll gain: Business Intelligence, Data Analysis, Data Visualization, Interactive Data Visualization, Power BI",https://www.coursera.org/projects/power-bi-desktop,Coursera Project Network,Beginner Guided Project Less Than 2 Hours
543,Global Diplomacy – Diplomacy in the Modern World,4.6,"Skills you'll gain: Critical Thinking, Negotiation",https://www.coursera.org/learn/global-diplomacy,University of London,Mixed Course 1 - 3 Months
544,Microeconomics Principles,4.6,"Skills you'll gain: Behavioral Economics, Decision Making, Market Research, Market Analysis, Strategy, Problem Solving, Business Analysis, Data Analysis, Econometrics",https://www.coursera.org/learn/microeconomics,University of Illinois at Urbana-Champaign,Beginner Course 1 - 3 Months
545,Industrial Biotechnology,4.6,,https://www.coursera.org/learn/industrial-biotech,University of Manchester,Beginner Course 1 - 3 Months
546,Financial Reporting,4.6,"Skills you'll gain: Accounting, Financial Accounting, General Accounting, Generally Accepted Accounting Principles (GAAP), Financial Analysis, Finance, Accounts Payable and Receivable, Financial Management, Management Accounting, Cost Accounting, Leadership and Management, Account Management, Corporate Accouting",https://www.coursera.org/specializations/financial-reporting,University of Illinois at Urbana-Champaign,Intermediate Specialization 3 - 6 Months
547,Customer Service Fundamentals,4.6,"Skills you'll gain: Communication, Customer Support, Leadership and Management, Problem Solving, Customer Relationship Management, Customer Success, Strategy, Adaptability, Critical Thinking, User Experience",https://www.coursera.org/learn/customer-service-fundamentals,Knowledge Accelerators,Beginner Course 1 - 4 Weeks
548,Design and Interpretation of Clinical Trials,4.6,,https://www.coursera.org/learn/clinical-trials,Johns Hopkins University,Mixed Course 1 - 3 Months
549,Java FullStack Developer,4.6,"Skills you'll gain: Algorithms, Computer Programming, Java Programming, Javascript, Web Development",https://www.coursera.org/specializations/java-fullstack,Board Infinity,Intermediate Specialization 1 - 3 Months
550,Equine Welfare and Management,4.6,,https://www.coursera.org/learn/equine,"University of California, Davis",Beginner Course 1 - 3 Months
551,Introduction to Engineering Mechanics,4.6,,https://www.coursera.org/learn/engineering-mechanics-statics,Georgia Institute of Technology,Mixed Course 1 - 3 Months
552,Hands-on Introduction to Linux Commands and Shell Scripting,4.7,Skills you'll gain: Linux,https://www.coursera.org/learn/hands-on-introduction-to-linux-commands-and-shell-scripting,IBM,Beginner Course 1 - 4 Weeks
553,Product Management Certification,4.7,"Skills you'll gain: Communication, Leadership Development, Product Development, Product Lifecycle, Product Management",https://www.coursera.org/specializations/product-management-certification,SkillUp EdTech,Beginner Specialization 3 - 6 Months
554,"Modern Robotics: Mechanics, Planning, and Control",4.7,"Skills you'll gain: Mathematics, Linear Algebra, Algebra, Geometry, Computer Programming, Mathematical Theory & Analysis, Computer Programming Tools, Matlab, Python Programming, Algorithms, Critical Thinking, Problem Solving, Differential Equations, Graph Theory, Spatial Analysis, Planning, Supply Chain and Logistics",https://www.coursera.org/specializations/modernrobotics,Northwestern University,Intermediate Specialization 3 - 6 Months
555,Vital Signs: Understanding What the Body Is Telling Us,4.7,Skills you'll gain: Health,https://www.coursera.org/learn/vital-signs,University of Pennsylvania,Mixed Course 1 - 3 Months
556,Investment and Portfolio Management,4.7,"Skills you'll gain: Finance, Investment Management, Financial Analysis, Leadership and Management, Risk Management, Behavioral Economics, Probability & Statistics, Market Analysis, Mathematics, Statistical Tests, Business Psychology, Correlation And Dependence, Mathematical Theory & Analysis",https://www.coursera.org/specializations/investment-portolio-management,Rice University,Beginner Specialization 3 - 6 Months
557,Cybersecurity Attack and Defense Fundamentals,4.7,"Skills you'll gain: Network Security, Security Engineering, System Security, Computer Networking, Computer Security Incident Management, Software Security, Computer Security Models, Mobile Security, Cyberattacks, Security Software, Internet Of Things, Network Architecture, Cloud Computing, Kubernetes, Regulations and Compliance",https://www.coursera.org/specializations/cybersecurity-attack-and-defense,EC-Council,Beginner Specialization 3 - 6 Months
558,Advanced Machine Learning on Google Cloud,4.7,"Skills you'll gain: Machine Learning, Google Cloud Platform, Applied Machine Learning, Human Learning, Machine Learning Algorithms, Natural Language Processing, Machine Learning Software, Cloud Computing, Artificial Neural Networks, Tensorflow, Cloud Platforms",https://www.coursera.org/specializations/advanced-machine-learning-tensorflow-gcp,Google Cloud,Advanced Specialization 3 - 6 Months
559,Software Development Lifecycle,4.7,"Skills you'll gain: Software Engineering, Design and Product, Agile Software Development, Problem Solving, Software Architecture, Software Testing, Leadership and Management, Project Management, Scrum (Software Development), Software Engineering Tools, Continuous Delivery, Product Development, User Experience, Application Development, Planning, Collaboration, Estimation, Full-Stack Web Development, Process Analysis, Computer Programming Tools, Computer Programming, Search Engine Optimization",https://www.coursera.org/specializations/software-development-lifecycle,University of Minnesota,Intermediate Specialization 3 - 6 Months
560,Uncommon Sense Teaching,4.7,"Skills you'll gain: Human Learning, Planning, Entrepreneurship",https://www.coursera.org/specializations/uncommon-sense-teaching-certificate,Deep Teaching Solutions,Beginner Specialization 1 - 3 Months
561,An Introduction to American Law,4.7,,https://www.coursera.org/learn/american-law,University of Pennsylvania,Beginner Course 1 - 3 Months
562,Pre-MBA Statistics,4.7,"Skills you'll gain: Data Analysis, Data Science, General Statistics",https://www.coursera.org/learn/pre-mbastatistics,IIMA - IIM Ahmedabad,Beginner Course 1 - 3 Months
563,International Women's Health and Human Rights,4.7,,https://www.coursera.org/learn/womens-health-human-rights,Stanford University,Beginner Course 3 - 6 Months
564,Introduction to Deep Learning & Neural Networks with Keras,4.7,"Skills you'll gain: Algorithms, Artificial Neural Networks, Deep Learning, Human Learning, Machine Learning, Machine Learning Algorithms, Network Model, Applied Machine Learning, Network Architecture, Python Programming, Regression",https://www.coursera.org/learn/introduction-to-deep-learning-with-keras,IBM,Intermediate Course 1 - 3 Months
565,Marketing Analytics,4.7,"Skills you'll gain: Business Analysis, Data Analysis, Market Analysis, Marketing, Brand Management, Customer Analysis, Customer Relationship Management, Strategy, Digital Marketing, Probability & Statistics, Regression",https://www.coursera.org/learn/uva-darden-market-analytics,University of Virginia,Beginner Course 1 - 3 Months
566,Market Research,4.7,"Skills you'll gain: Market Research, Research and Design, Marketing, Market Analysis, Communication, Business Research, Data Analysis, User Research, Critical Thinking, Strategy, Survey Creation, Business Communication, Customer Analysis, Exploratory Data Analysis, Planning, General Statistics, Correlation And Dependence, Data Visualization, Marketing Psychology, Problem Solving, Storytelling, Recruitment, Social Media, Writing, Digital Marketing",https://www.coursera.org/specializations/market-research,"University of California, Davis",Beginner Specialization 3 - 6 Months
567,Foundations of Data Structures and Algorithms,4.7,"Skills you'll gain: Algorithms, Theoretical Computer Science, Data Structures, Computer Programming, Graph Theory, Problem Solving, Computational Logic, Computational Thinking, Mathematical Theory & Analysis, Mathematics, Applied Mathematics, Python Programming",https://www.coursera.org/specializations/boulder-data-structures-algorithms,University of Colorado Boulder,Advanced Specialization 3 - 6 Months
568,Miracles of Human Language: An Introduction to Linguistics,4.7,,https://www.coursera.org/learn/human-language,Universiteit Leiden,Beginner Course 1 - 3 Months
569,Embedding Sensors and Motors,4.7,"Skills you'll gain: Computer Programming, Operations Management",https://www.coursera.org/specializations/embedding-sensors-motors,University of Colorado Boulder,Intermediate Specialization 3 - 6 Months
570,Epidemiology in Public Health Practice,4.7,"Skills you'll gain: Epidemiology, Data Analysis, Data Visualization, Problem Solving, Estimation",https://www.coursera.org/specializations/professional-epidemiology,Johns Hopkins University,Beginner Specialization 3 - 6 Months
571,Music Business,4.7,"Skills you'll gain: Critical Thinking, Creativity, Regulations and Compliance, Strategy, Decision Making, Problem Solving, Process Analysis, Communication, Leadership and Management, Brand Management, Entrepreneurship, Planning, Writing, Business Analysis, Conflict Management, Strategy and Operations, Marketing, Innovation",https://www.coursera.org/specializations/music-business,Berklee,Beginner Specialization 3 - 6 Months
572,"Aspectos básicos: Datos, datos, en todas partes",4.7,"Skills you'll gain: Data Analysis, Databases, Business Analysis, Data Management, Exploratory Data Analysis, Process Analysis, Data Structures, SQL, Spreadsheet Software, Strategy, Microsoft Excel",https://www.coursera.org/learn/aspectos-basicos-datos-datos-en-todas-partes,Google,Beginner Course 1 - 3 Months
573,Corporate & Commercial Law I: Contracts & Employment Law,4.7,"Skills you'll gain: Contract Management, Critical Thinking, Leadership and Management, Regulations and Compliance, Business Communication, Decision Making, Employee Relations, Negotiation, Professional Development, Supplier Relationship Management",https://www.coursera.org/learn/corporate-commercial-law-part1,University of Illinois at Urbana-Champaign,Intermediate Course 1 - 3 Months
574,Fundamentals of Machine Learning for Healthcare,4.7,"Skills you'll gain: Critical Thinking, Machine Learning",https://www.coursera.org/learn/fundamental-machine-learning-healthcare,Stanford University,Beginner Course 1 - 3 Months
575,MLOps | Machine Learning Operations,4.7,"Skills you'll gain: Applied Machine Learning, Big Data, Cloud Computing, Computer Programming, DevOps, Machine Learning, Machine Learning Software, Microsoft Azure, Python Programming",https://www.coursera.org/specializations/mlops-machine-learning-duke,Duke University,Advanced Specialization 3 - 6 Months
576,Exploratory Data Analysis for Machine Learning,4.6,"Skills you'll gain: Data Analysis, Exploratory Data Analysis, Machine Learning, Statistical Machine Learning, Feature Engineering, General Statistics, Probability & Statistics, Statistical Analysis, Data Analysis Software, Machine Learning Algorithms",https://www.coursera.org/learn/ibm-exploratory-data-analysis-for-machine-learning,IBM,Intermediate Course 1 - 3 Months
577,Introduction to Mathematical Thinking,4.6,"Skills you'll gain: Critical Thinking, Mathematical Theory & Analysis, Mathematics, Problem Solving, Computational Logic, Algebra, Applied Mathematics, Data Analysis, Computational Thinking, Decision Making",https://www.coursera.org/learn/mathematical-thinking,Stanford University,Intermediate Course 1 - 3 Months
578,Social Psychology,4.6,,https://www.coursera.org/learn/social-psychology,Wesleyan University,Beginner Course 1 - 3 Months
579,Introduction to Calculus,4.6,"Skills you'll gain: Algebra, Calculus, Mathematical Theory & Analysis, Mathematics, Problem Solving, Computational Logic, Critical Thinking, Differential Equations, Plot (Graphics), Linear Algebra",https://www.coursera.org/learn/introduction-to-calculus,The University of Sydney,Intermediate Course 1 - 3 Months
580,Fundamentos del marketing digital y comercio electrónico,4.6,"Skills you'll gain: E-Commerce, Marketing, Strategy",https://www.coursera.org/learn/fundamentos-del-marketing-digital-y-comercio-electronico,Google,Beginner Course 1 - 4 Weeks
581,Write Professional Emails in English,4.6,"Skills you'll gain: Writing, Business Communication, Professional Development",https://www.coursera.org/learn/professional-emails-english,Georgia Institute of Technology,Mixed Course 1 - 3 Months
582,Microsoft Azure Data Fundamentals DP-900 Exam Prep,4.6,"Skills you'll gain: Data Management, Databases, Microsoft Azure, Cloud Computing, SQL, Big Data, Data Analysis, Database Application, Data Warehousing, Cloud Storage, Data Structures, Data Visualization, Extract, Transform, Load, Leadership and Management, NoSQL, Data Analysis Software, Data Visualization Software, Database Administration, Cloud Infrastructure, Cloud Management, Database Theory, PostgreSQL",https://www.coursera.org/specializations/microsoft-azure-dp-900-data-fundamentals,Microsoft,Beginner Specialization 3 - 6 Months
583,Advanced Embedded Linux Development,4.6,"Skills you'll gain: Computer Programming, Operating Systems, System Software, Linux, System Programming, Agile Software Development",https://www.coursera.org/specializations/advanced-embedded-linux-development,University of Colorado Boulder,Intermediate Specialization 1 - 3 Months
584,Positive Psychology: Martin E. P. Seligman’s Visionary Science,4.6,,https://www.coursera.org/learn/positive-psychology-visionary-science,University of Pennsylvania,Beginner Course 1 - 4 Weeks
585,Using Public Policy for Social Change,4.6,Skills you'll gain: Problem Solving,https://www.coursera.org/learn/using-public-policy-for-social-change,University of Michigan,Beginner Course 1 - 4 Weeks
586,The Art of Visual Storytelling,4.6,Skills you'll gain: Storytelling,https://www.coursera.org/specializations/the-art-of-visual-storytelling,University of Colorado Boulder,Beginner Specialization 3 - 6 Months
587,Animal Behaviour and Welfare,4.6,,https://www.coursera.org/learn/animal-welfare,The University of Edinburgh,Mixed Course 1 - 3 Months
588,Natural Language Processing with Probabilistic Models,4.7,"Skills you'll gain: Machine Learning, Natural Language Processing, Python Programming, Statistical Programming, Statistical Machine Learning",https://www.coursera.org/learn/probabilistic-models-in-nlp,DeepLearning.AI,Intermediate Course 1 - 4 Weeks
